"numero","slug","prompt"
"258","afdal-tatbiqat-rabt-muwaridin","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing Shopify store plugged by golden cables into supplier app icons, products auto-importing along the cables, one-click sync. Large gold Arabic headline: 'منتجات تستورد نفسها'. Small gold badge: 'دليل 2026'."
"259","afdal-tatbiqat-shopify","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing Shopify store powered up by essential app icons slotting into it like golden power-up gems, performance meters rising. Large gold Arabic headline: 'تطبيقات تضاعف قوة متجرك'. Small gold badge: 'دليل 2026'."
"260","afdal-qawalib-shopify","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: elegant store theme cards fanned like premium tarot cards, free and paid sections, one theme glowing gold as the perfect pick. Large gold Arabic headline: 'القالب الصحيح يبيع وحده'. Small gold badge: 'دليل 2026'."
"261","takalif-haqiqiya-shopify-rusum-khafiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Shopify-style subscription receipt unrolling long with hidden fee lines being revealed by a golden highlighter, a calculator totaling truth. Large gold Arabic headline: 'الفاتورة الحقيقية بلا مفاجآت'. Small gold badge: 'دليل 2026'."
"262","shopify-am-salla-am-youcan","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a three-way podium with three platform icons under spotlights, golden comparison meters (price, ease, payments) ranking them per profile. Large gold Arabic headline: 'ثلاث منصات… أيها لك؟'. Small gold badge: 'دليل 2026'."
"263","shopify-am-woocommerce","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus split: left a polished plug-and-play Shopify-style store, right a customizable open-source toolbox store, gold 'VS', beginner gauge. Large gold Arabic headline: 'الأسهل ليس دائماً الأفضل'. Small gold badge: 'دليل 2026'."
"264","kam-siar-ishtirak-shopify","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: Shopify-style pricing plan cards stacked like menus with golden price tags, a magnifier comparing what each plan really includes. Large gold Arabic headline: 'الخطة المناسبة لميزانيتك'. Small gold badge: 'دليل 2026'."
"265","kayfa-abni-matjar-bilai-fi-yawm","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an AI robot arm assembling a complete glowing store (logo, products, pages) within a 24-hour clock frame, sunrise-to-sunset speed lines. Large gold Arabic headline: 'متجر كامل في 24 ساعة'. Small gold badge: 'دليل 2026'."
"266","kayfa-ohassin-suraat-matjar-shopify","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a sluggish heavy store turning into a golden lightning-fast rocket store, a speed-test gauge jumping from red to green. Large gold Arabic headline: 'الثانية الواحدة = مبيعات'. Small gold badge: 'دليل 2026'."
"267","kayfa-arbit-wasail-addafe-shopify","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: payment method icons clicking into a Shopify checkout like golden puzzle pieces, a successful test payment beam with green check. Large gold Arabic headline: 'فعّل الدفع في دقائق'. Small gold badge: 'دليل 2026'."
"268","kayfa-asnae-videohat-bilai","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an AI machine turning a simple product photo into a polished video ad with scenes, captions and voiceover waves, film reel of gold. Large gold Arabic headline: 'فيديو إعلاني بدون كاميرا'. Small gold badge: 'دليل 2026'."
"269","kayfa-onshie-matjar-shopify","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a 3D Shopify store assembling itself from glowing building blocks, golden numbered steps '1 2 3', gears and a near-complete progress bar. Large gold Arabic headline: 'خطوة بخطوة حتى الافتتاح'. Small gold badge: 'دليل 2026'."
"270","chatgpt-fi-tijara-electroniya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing ChatGPT-style chat window generating product descriptions, ad copy and replies, golden prompt cards feeding it, store thriving behind. Large gold Arabic headline: 'موظفك الذي لا ينام'. Small gold badge: 'دليل 2026'."
"271","dhakaa-istinai-fi-tijara-electroniya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an AI brain conducting an orchestra of store tasks (photos, copy, support, ads) with golden conductor beams, harmony of automation. Large gold Arabic headline: 'اجعل الآلة تعمل عنك'. Small gold badge: 'دليل 2026'."
"272","hal-sayaqtul-alai-tijara","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus of futures: a dark robot shadow looming over stores versus a merchant empowered with golden AI tools flying higher, question lightning. Large gold Arabic headline: 'تهديد أم ترقية؟'. Small gold badge: 'دليل 2026'."
"273","hal-yumkin-matjar-shopify-bilarabiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Shopify store flipping into full right-to-left Arabic layout, Arabic typography glowing gold, RTL toggle switch flipped on. Large gold Arabic headline: 'عربي 100%… ممكن'. Small gold badge: 'دليل 2026'."
"274","akhtae-tasir-almontajat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: price tags placed wrongly on products (too low bleeding coins, too high scaring customers away), a golden pricing compass correcting them. Large gold Arabic headline: 'سعر خاطئ = ربح مفقود'. Small gold badge: 'دليل 2026'."
"275","afdal-bawabat-addafe-alkhalij","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Gulf map with local payment icons (mada, Tabby, Tamara styles) glowing over checkouts, buy-now-pay-later split coins, golden flow. Large gold Arabic headline: 'قسّط لهم… يشترون أكثر'. Small gold badge: 'دليل 2026'."
"276","aliqrar-addaribi-li-ashab-almatajir","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a tidy golden tax-declaration folder with organized receipts and a calendar deadline glowing, a relieved merchant desk, official seal. Large gold Arabic headline: 'نظّم أوراقك قبل الموعد'. Small gold badge: 'دليل 2026'."
"277","attasrih-bidakhl-fi-faransa","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a France flag accent, an official income-declaration form glowing with a golden pen, euro coins and a compliance green check, Eiffel silhouette. Large gold Arabic headline: 'صرّح بذكاء… ونم مرتاحاً'. Small gold badge: 'دليل 2026'."
"278","arraqm-addaribi-lil-tajir","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing golden tax-ID card being issued from an official machine, documents stamped with seals, a merchant store unlocking features with it. Large gold Arabic headline: 'رقم واحد يفتح الأبواب'. Small gold badge: 'دليل 2026'."
"279","alfarq-tahrub-watahsin-daribi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a fork in a dark road: left a shadowy illegal path with a red trap, right a legal golden optimized path with deductions signs, a balanced scale. Large gold Arabic headline: 'قانوني يوفّر… غير قانوني يدمّر'. Small gold badge: 'دليل 2026'."
"280","huquq-asuwar-walmuhtawa","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a copyright shield over image cards: some stamped with red prohibition, free-license ones glowing green, a golden gavel beside a camera. Large gold Arabic headline: 'صورة خاطئة = دعوى قضائية'. Small gold badge: 'دليل 2026'."
"281","hukm-ielanat-facebook-sharaan","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an elegant golden balance scale weighing an ad megaphone, a subtle crescent and an open book of rulings, respectful scholarly soft light. Large gold Arabic headline: 'نظرة شرعية متوازنة'. Small gold badge: 'دليل 2026'."
"282","hukm-baye-ma-la-tamlik","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a respectful scholarly scene: an open rulings book glowing beside a dropshipping flow diagram, a golden scale and crescent, solution paths lit. Large gold Arabic headline: 'آراء العلماء… والحلول'. Small gold badge: 'دليل 2026'."
"283","siyasat-alirjae-washurut","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: glowing ready-made policy document templates stacked with golden seals (returns, terms, privacy), a copy-paste beam into a store footer. Large gold Arabic headline: 'قوالب جاهزة تحميك'. Small gold badge: 'دليل 2026'."
"284","daraib-tijara-aliraq","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Iraq flag accent, a simple tax-overview scroll with golden percentage stamps, a calculator and an awareness lightbulb, official mood. Large gold Arabic headline: 'اعرف وضعك قبل أن تبدأ'. Small gold badge: 'دليل 2026'."
"285","daraib-zakat-matjar-saudi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Saudi flag accent, a golden zakat coin scale beside an official tax document with seal, dates and a calculator, respectful official mood. Large gold Arabic headline: 'الزكاة والضريبة بوضوح'. Small gold badge: 'دليل 2026'."
"286","daribat-kleinunternehmer-almania","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Germany flag accent, a small-business certificate glowing 'Kleinunternehmer' style with a VAT-exemption golden stamp, simplified path. Large gold Arabic headline: 'الإعفاء الذي يريح المبتدئ'. Small gold badge: 'دليل 2026'."
"287","daribat-alqima-almudafa-vat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing world map with VAT percentage tags pinned per country, a receipt showing the VAT line highlighted gold, a calculator. Large gold Arabic headline: 'VAT يختلف من بلد لبلد'. Small gold badge: 'دليل 2026'."
"288","kayfa-astaqbil-alamwal-min-alkharij","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: money beams flying from a Europe map toward Morocco and Algeria maps through golden gateway bridges (wallets, transfer services), a crossed PayPal shadow. Large gold Arabic headline: 'أموالك تصلك رغم القيود'. Small gold badge: 'دليل 2026'."
"289","tasjil-micro-entreprise","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a France flag accent, a micro-entreprise registration form filling itself with a golden pen, a SIRET-style number printing, celebration spark. Large gold Arabic headline: 'أسهل وضع قانوني في فرنسا'. Small gold badge: 'دليل 2026'."
"290","tasjil-matjar-britania-sole-trader","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a UK flag accent with Big Ben silhouette, a 'sole trader' certificate glowing gold beside a simple online registration screen, tea cup. Large gold Arabic headline: 'بريطانيا ترحّب بالتجار'. Small gold badge: 'دليل 2026'."
"291","alwathaiq-alqanuniya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a golden briefcase opening to reveal glowing essential legal documents (terms, privacy, returns, mentions) each with a checkmark seal. Large gold Arabic headline: 'أوراق تحميك قبل أول بيع'. Small gold badge: 'دليل 2026'."
"292","mashakil-addafe-fi-aljazair","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Algeria flag accent, blocked payment icons behind barriers with golden practical detour routes (CCP, cash, intermediaries) lighting up. Large gold Arabic headline: 'لكل عائق… حل عملي'. Small gold badge: 'دليل 2026'."
"293","hal-ahtaj-sijil-tijari-maghrib","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Morocco flag accent, a commercial-register document with a golden question mark dissolving into a clear answer scale, official stamps. Large gold Arabic headline: 'الجواب حسب حجم نشاطك'. Small gold badge: 'دليل 2026'."
"294","hal-ahtaj-sijil-tijari-kuwait","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a Kuwait flag accent, an official license document under a magnifier with thresholds glowing, a small store growing toward the requirement line. Large gold Arabic headline: 'متى يصبح إلزامياً؟'. Small gold badge: 'دليل 2026'."
"295","hal-dropshipping-qanuni-arabiya","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: an Arab world map with green legal checkmarks and golden caution notes per region, a dropshipping flow over a law book. Large gold Arabic headline: 'قانوني… بشروط'. Small gold badge: 'دليل 2026'."
"296","hal-baye-almuqallada-qanuni","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a counterfeit product with a fake logo cracking under a heavy red legal gavel, customs seizure tape, a genuine product glowing safe. Large gold Arabic headline: 'المقلد يكلفك أكثر بكثير'. Small gold badge: 'دليل 2026'."
"297","istratijiyat-tawassue-matjar-aam","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: one hero product on a pedestal sprouting golden branches into a full shelf of related products, an expansion roadmap with stages. Large gold Arabic headline: 'من نجاح واحد إلى إمبراطورية'. Small gold badge: 'دليل 2026'."
"298","badil-shopify-majani","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a free open glowing store platform rising beside a price-tagged one, a '0€' golden badge, beginner-friendly building blocks. Large gold Arabic headline: 'ابدأ بدون اشتراك شهري'. Small gold badge: 'دليل 2026'."
"299","tahlil-matjar-google-analytics","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing analytics dashboard with visitor flows as light rivers through a store, golden insight gems being mined from the data charts. Large gold Arabic headline: 'أرقامك تخبرك أين الربح'. Small gold badge: 'دليل 2026'."
"300","kayfa-abni-fariqan","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a merchant silhouette overseeing from a golden balcony while team member icons run the store stations below, delegation beams connecting. Large gold Arabic headline: 'أنت تشرف… هم ينفذون'. Small gold badge: 'دليل 2026'."
"301","kayfa-atawassae-ila-aswaq","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: one glowing store cloning itself across a world map into several markets, golden bridges with currency and language tags on each. Large gold Arabic headline: 'بلد ثانٍ = دخل ثانٍ'. Small gold badge: 'دليل 2026'."
"302","kayfa-arbit-domain-shopify","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a glowing custom domain plate clicking onto a store facade like a premium golden nameplate, DNS gears connecting smoothly behind. Large gold Arabic headline: 'عنوانك الخاص في دقائق'. Small gold badge: 'دليل 2026'."
"303","kayfa-arfae-muaddal-attahwil","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a wide visitor funnel narrowing into golden buyers, a conversion-rate dial turning up from 1% to 3% with optimization wrench icons. Large gold Arabic headline: 'نفس الزوار… ضعف المبيعات'. Small gold badge: 'دليل 2026'."
"304","kayfa-osammim-safhat-montaj","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a product page blueprint with the key zones glowing gold one by one (photos, reviews, CTA button, urgency timer), an add-to-cart click spark. Large gold Arabic headline: 'صفحة تبيع بدلاً منك'. Small gold badge: 'دليل 2026'."
"305","kayfa-osawwir-montajati-bihatifi","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a smartphone on a mini tripod shooting a product in a DIY lightbox made of golden light, pro-level result photo floating, no studio. Large gold Arabic headline: 'هاتفك = استوديو محترف'. Small gold badge: 'دليل 2026'."
"306","kayfa-aktub-wasf-montaj","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a product description text glowing line by line, key persuasive words lighting gold and pulling a hesitant cursor toward the buy button. Large gold Arabic headline: 'كلمات تحسم التردد'. Small gold badge: 'دليل 2026'."
"307","kayfa-tusammim-matjarak-biihtiraf","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a store interface assembling on golden design pillars (colors, fonts, layout, trust), an 8-point checklist building a premium facade. Large gold Arabic headline: '8 أسس تصنع الفرق'. Small gold badge: 'دليل 2026'."
"308","kayfa-onshie-matjar-electroni-majani","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a complete store rising from a '0€' golden coin using free tools as building blocks, a celebratory opening ribbon being cut. Large gold Arabic headline: 'متجر كامل بصفر تكاليف'. Small gold badge: 'دليل 2026'."
"309","limadha-yatakhalla-azzuwar-aan-assalla","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: abandoned glowing shopping carts drifting in the dark, a golden recovery email lasso pulling them back to a completed checkout. Large gold Arabic headline: 'استرجع السلات المهجورة'. Small gold badge: 'دليل 2026'."
"310","ma-houa-landing-page","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a versus: a single focused glowing landing page with one product and one button, beside a full multi-page store, gold 'VS', focus spotlight. Large gold Arabic headline: 'صفحة واحدة قد تكفي'. Small gold badge: 'دليل 2026'."
"311","matjar-jamil-bidun-mabiaat","Create a premium 16:9 e-commerce YouTube-style thumbnail. Brand look (always identical): dark cinematic background, deep gradient black to dark emerald green, warm golden glow and light rays, high contrast, glossy premium 3D feel. Bold Arabic text in GOLD, right-to-left, crisp and spelled EXACTLY as written. No brand name. Clean uncluttered composition. Scene: a beautiful polished store under a doctor's golden stethoscope and diagnostic scanner revealing hidden issues (traffic, trust, pricing) in red. Large gold Arabic headline: 'جميل… لكن أين الزبائن؟'. Small gold badge: 'دليل 2026'."
